Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
638980,000006E2,false,Rx,0,3,00,00,79,00,00,00,00,00,
638986,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
643053,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
643069,00000180,false,Rx,0,8,14,50,32,23,3D,00,3B,11,
647130,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
647146,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
647151,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
651236,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
651252,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
655331,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
655348,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DB,40,
655353,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
659433,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
659450,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
663532,00000284,false,Rx,0,8,00,00,00,00,00,00,30,B6,
663548,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
663553,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
667607,00000160,false,Rx,0,7,33,D3,23,00,08,FF,E8,00,
667623,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
671738,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
671754,00000560,false,Rx,0,3,46,72,00,00,00,00,00,00,
671758,00000280,false,Rx,0,8,03,40,C0,00,00,00,D8,40,
675815,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
675831,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
679914,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
679930,00000284,false,Rx,0,8,00,00,00,00,00,00,31,B7,
679935,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
684011,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
684052,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
688116,00000180,false,Rx,0,8,14,82,32,33,3C,00,30,11,
688131,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
688136,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
692170,00000176,false,Rx,0,7,00,00,02,43,00,00,00,00,
692188,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
696271,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
696288,00000002,false,Rx,0,5,0D,00,00,07,F5,00,00,00,
700356,00000180,false,Rx,0,8,14,82,32,33,3C,00,31,11,
700379,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
704505,00000284,false,Rx,0,8,00,00,00,00,00,00,32,B8,
704525,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
704529,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
704533,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
708604,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
708620,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
708624,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
712672,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
712692,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
716782,00000002,false,Rx,0,5,0D,00,00,07,D7,00,00,00,
716798,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
720852,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
720867,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
720870,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
725177,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
725191,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
725195,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
729039,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
729054,00000182,false,Rx,0,8,00,00,00,00,00,14,40,CF,
733144,00000354,false,Rx,0,8,00,00,00,00,00,00,14,00,
733157,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D7,40,
737232,00000180,false,Rx,0,8,14,82,32,33,3C,00,33,11,
737246,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
741396,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
741418,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
741421,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
745431,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
745446,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
745449,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
749580,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
749594,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
753590,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
753604,00000280,false,Rx,0,8,03,41,C0,00,00,00,D6,40,
757718,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
757739,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
757742,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
761809,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
761823,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
765904,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
765918,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
765922,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
770005,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
770039,00000354,false,Rx,0,8,00,00,00,00,00,08,14,00,
774156,00000280,false,Rx,0,8,03,40,C0,00,00,00,DC,40,
774170,00000285,false,Rx,0,8,00,00,00,00,00,00,35,BC,
778222,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
778242,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
782305,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
782320,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
782323,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
786402,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
786425,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
786428,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
790980,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
790996,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
794613,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
794633,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
798702,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
798723,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
798726,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
802781,00000284,false,Rx,0,8,00,00,00,00,00,00,37,BD,
802794,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
802798,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
806868,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
806888,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
810947,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,0E,00,
810961,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
815046,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D9,40,
815060,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
815063,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
819161,00000284,false,Rx,0,8,00,00,00,00,00,00,38,BE,
819175,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
823227,00000176,false,Rx,0,7,00,00,02,49,00,00,0D,00,
823241,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
823245,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
827352,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
827365,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
831425,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
831438,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
835570,00000182,false,Rx,0,8,00,00,00,00,00,1E,40,CF,
835584,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DE,40,
835588,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
839619,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
839632,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
843720,00000284,false,Rx,0,8,00,00,00,00,00,00,39,BF,
843733,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
843737,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
847830,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
847844,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
851920,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
851933,000001F9,false,Rx,0,8,28,00,14,CD,00,00,51,A8,
851937,00000280,false,Rx,0,8,03,3D,C0,00,00,00,D8,40,
856006,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
856039,00000002,false,Rx,0,5,0D,00,00,07,F5,00,00,00,
860135,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
860149,00000176,false,Rx,0,7,00,00,02,4B,00,00,01,00,
864202,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
864217,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
864220,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
868423,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
868441,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
872435,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
872453,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
872456,00000560,false,Rx,0,3,46,10,47,00,00,00,00,00,
876527,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DA,40,
876547,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
880597,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
880613,00000284,false,Rx,0,8,00,00,00,00,00,00,3B,C1,
884713,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
884728,00000551,false,Rx,0,8,78,7C,00,80,FF,02,80,FF,
884731,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
888807,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
888822,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
892902,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,0E,00,
892917,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DB,40,
896971,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
896986,00000285,false,Rx,0,8,00,00,00,00,00,00,3A,C1,
896989,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
901104,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
901119,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
905212,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
905227,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
905230,00000285,false,Rx,0,8,00,00,00,00,00,00,3C,C3,
909289,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
909305,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
913391,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
913441,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
917426,00000280,false,Rx,0,8,03,3C,C0,00,00,00,D7,40,
917436,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
917440,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
921583,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
921602,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
921605,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
925628,00000180,false,Rx,0,8,14,9B,32,23,3C,00,37,11,
925637,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
929790,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
929805,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
933855,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
933870,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
937911,00000280,false,Rx,0,8,03,3D,C0,00,00,00,D9,40,
937931,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
937934,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
942064,00000284,false,Rx,0,8,00,00,00,00,00,00,3E,C4,
942101,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
946106,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
946124,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
946128,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
950169,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
950192,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
954310,00000180,false,Rx,0,8,14,B4,32,23,3C,00,3A,11,
954327,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
958344,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
958357,00000180,false,Rx,0,8,14,B4,32,23,3C,00,36,11,
962648,00000285,false,Rx,0,8,00,00,00,00,00,00,3F,C6,
962663,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
962667,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
966629,00000182,false,Rx,0,8,00,00,00,00,00,1B,40,CF,
966643,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
970677,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
970728,00000560,false,Rx,0,3,46,11,48,00,00,00,00,00,
970749,00000284,false,Rx,0,8,00,00,00,00,00,00,3F,C5,
974854,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
974870,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
974873,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
978905,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
978920,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
983060,00000284,false,Rx,0,8,00,00,00,00,00,00,40,C6,
983077,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
983082,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
987047,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
987063,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
991212,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
991226,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
995308,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DB,40,
995322,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
995326,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
999370,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
999384,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1003439,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1003471,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
1003478,00000160,false,Rx,0,7,33,C3,23,00,08,FF,E8,00,
1007562,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
1007577,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1011718,00000354,false,Rx,0,8,00,00,00,00,00,18,14,00,
1011735,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
1011739,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
1015741,000001F9,false,Rx,0,8,28,00,14,CD,00,00,51,A8,
1015760,00000002,false,Rx,0,5,0D,00,00,07,F5,00,00,00,
1019900,00000180,false,Rx,0,8,14,9B,32,33,3C,00,3F,11,
1019919,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1019924,00000284,false,Rx,0,8,00,00,00,00,00,00,42,C8,
1023906,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1023921,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
1028122,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1028136,00000580,false,Rx,0,5,00,82,40,B2,6C,00,00,00,
1028141,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
1032184,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1032199,00000285,false,Rx,0,8,00,00,00,00,00,00,42,C9,
1036311,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D9,40,
1036334,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
1040763,00000285,false,Rx,0,8,00,00,00,00,00,00,43,CA,
1040780,00000284,false,Rx,0,8,00,00,00,00,00,00,43,C9,
1040785,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1044378,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1044393,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
1044398,000006E2,false,Rx,0,3,00,00,79,00,00,00,00,00,
1048607,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1048624,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,0F,00,
1052652,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
1052668,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1056721,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
1056737,00000182,false,Rx,0,8,00,00,00,00,00,14,40,CF,
1056740,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
1060823,00000285,false,Rx,0,8,00,00,00,00,00,00,44,CB,
1060838,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1064878,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1064895,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
1064899,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1068985,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
1069001,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1069004,00000560,false,Rx,0,3,46,12,30,00,00,00,00,00,
1073057,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DC,40,
1073072,00000180,false,Rx,0,8,14,CD,32,13,3C,00,32,11,
1077260,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1077309,00000285,false,Rx,0,8,00,00,00,00,00,00,45,CC,
1081334,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
1081349,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1081352,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1085408,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
1085457,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1089492,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
1089506,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,0F,00,
1093578,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
1093593,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1097731,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
1097747,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1097751,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
1101811,00000284,false,Rx,0,8,00,00,00,00,00,00,46,CC,
1101827,00000176,false,Rx,0,7,00,00,02,4B,00,00,09,00,
1105955,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
1106005,00000180,false,Rx,0,8,14,B4,32,23,3C,00,36,11,
1106067,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
1110008,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1110041,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
1114105,00000280,false,Rx,0,8,03,3D,C0,00,00,00,DB,40,
1114153,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1118176,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
1118195,00000285,false,Rx,0,8,00,00,00,00,00,00,47,CE,
1118198,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
1122247,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1122263,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1126403,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
1126421,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
1126425,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1130482,00000180,false,Rx,0,8,14,B4,32,23,3C,00,3B,11,
1130498,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1134625,00000176,false,Rx,0,7,00,00,02,50,00,00,0C,00,
1134674,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
1134693,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
1138669,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1138684,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1142797,00000285,false,Rx,0,8,00,00,00,00,00,00,48,CF,
1142828,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1142832,00000180,false,Rx,0,8,14,B4,32,23,3C,00,3C,11,
1146840,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
1146856,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
1150920,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1150935,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1155044,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
1155058,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1155063,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
1159134,00000180,false,Rx,0,8,14,B4,32,23,3C,00,3E,11,
1159148,00000285,false,Rx,0,8,00,00,00,00,00,00,49,D0,
1163217,00000176,false,Rx,0,7,00,00,02,4D,00,00,0F,00,
1163231,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1163235,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1167323,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1167337,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1171435,00000180,false,Rx,0,8,14,9B,32,23,3C,00,3F,11,
1171450,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
1171454,00000560,false,Rx,0,3,46,13,31,00,00,00,00,00,
1175565,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D9,40,
1175579,00000002,false,Rx,0,5,0D,00,00,07,F5,00,00,00,
1179569,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
1179583,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1179588,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1183697,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1183711,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1183716,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
1187787,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
1187810,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1187815,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
1191868,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1191891,00000280,false,Rx,0,8,03,40,C0,00,00,00,D9,40,
1195958,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
1195972,00000002,false,Rx,0,5,0D,00,00,07,D7,00,00,00,
1200087,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
1200129,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
1204145,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
1204163,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1204168,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
1204173,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
1208263,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1208277,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,0E,00,
1212404,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
1212417,00000176,false,Rx,0,7,00,00,02,49,00,00,04,00,
1216490,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D6,40,
1216504,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
1216507,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1220572,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1220587,00000284,false,Rx,0,8,00,00,00,00,00,00,4C,D2,
1224676,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1224689,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
1224693,00000285,false,Rx,0,8,00,00,00,00,00,00,4C,D3,
1228769,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
1228783,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1232858,00000580,false,Rx,0,5,00,82,40,B6,6C,00,00,00,
1232872,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
1232876,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1236954,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
1236969,00000285,false,Rx,0,8,00,00,00,00,00,00,4D,D4,
1241058,00000284,false,Rx,0,8,00,00,00,00,00,00,4D,D3,
1241074,00000176,false,Rx,0,7,00,00,02,4D,00,00,07,00,
1245169,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
1245182,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1245186,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1249247,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1249261,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
1253336,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
1253356,00000182,false,Rx,0,8,00,00,00,00,00,17,40,CF,
1257416,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DD,40,
1257434,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
1257438,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1261608,00000285,false,Rx,0,8,00,00,00,00,00,00,4E,D5,
1261623,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1261627,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
1265659,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
1265674,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
1269769,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
1269790,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
1273846,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
